"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"ListMeni","17063","test_list_menu[webkit]","tests","Sun Jan 25 10:47:12 UTC 2026","passed","Sun Jan 25 10:47:29 UTC 2026","","test_list_bar_dasboards","",""
"","0","test_several_number[2-4]","tests","Sun Jan 25 10:48:06 UTC 2026","passed","Sun Jan 25 10:48:06 UTC 2026","","test_parametrization","",""
"Dashboard","5694","test_dashboard[chromium]","tests","Sun Jan 25 10:47:06 UTC 2026","passed","Sun Jan 25 10:47:12 UTC 2026","","test_dasbord_grafic","",""
"Авторизация","12355","test_login[firefox]","tests","Sun Jan 25 10:47:46 UTC 2026","passed","Sun Jan 25 10:47:58 UTC 2026","","test_login","",""
"Авторизация","5654","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Jan 25 10:46:46 UTC 2026","passed","Sun Jan 25 10:46:52 UTC 2026","","test_avtorization","",""
"","0","test_runs_1","tests","Sun Jan 25 10:48:30 UTC 2026","passed","Sun Jan 25 10:48:30 UTC 2026","","test_reruns","",""
"","0","test_several_number[1-1]","tests","Sun Jan 25 10:48:06 UTC 2026","passed","Sun Jan 25 10:48:06 UTC 2026","","test_parametrization","",""
"ListMeni","908","test_cousesed[firefox]","tests","Sun Jan 25 10:47:08 UTC 2026","passed","Sun Jan 25 10:47:09 UTC 2026","","test_course","",""
"ListMeni","543","test_cousesed[webkit]","tests","Sun Jan 25 10:47:10 UTC 2026","passed","Sun Jan 25 10:47:11 UTC 2026","","test_course","",""
"Авторизация","7059","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Jan 25 10:46:25 UTC 2026","passed","Sun Jan 25 10:46:32 UTC 2026","","test_avtorization","",""
"Авторизация","6433","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Jan 25 10:46:52 UTC 2026","passed","Sun Jan 25 10:46:59 UTC 2026","","test_avtorization","",""
"Авторизация","6122","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Jan 25 10:46:59 UTC 2026","passed","Sun Jan 25 10:47:06 UTC 2026","","test_avtorization","",""
"","0","test_number[1]","tests","Sun Jan 25 10:48:06 UTC 2026","passed","Sun Jan 25 10:48:06 UTC 2026","","test_parametrization","",""
"Авторизация","11824","test_login[chromium]","tests","Sun Jan 25 10:47:47 UTC 2026","passed","Sun Jan 25 10:47:59 UTC 2026","","test_login","",""
"Dashboard","30900","test_created_course[webkit]","tests","Sun Jan 25 10:47:29 UTC 2026","skipped","Sun Jan 25 10:48:00 UTC 2026","","test_create_course","",""
"Авторизация","6835","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Jan 25 10:46:25 UTC 2026","passed","Sun Jan 25 10:46:32 UTC 2026","","test_avtorization","",""
"Dashboard","5647","test_dashboard[webkit]","tests","Sun Jan 25 10:47:00 UTC 2026","passed","Sun Jan 25 10:47:05 UTC 2026","","test_dasbord_grafic","",""
"","0","test_rerun_with_condition","tests","Sun Jan 25 10:48:30 UTC 2026","skipped","Sun Jan 25 10:48:30 UTC 2026","","test_reruns","",""
"ResRegisterHw","6636","test_register","tests","Sun Jan 25 10:48:12 UTC 2026","passed","Sun Jan 25 10:48:19 UTC 2026","","test_reg_hw_res","",""
