"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка, что кнопка неактивна","6902","test_desabled","tests","Thu Feb 12 18:33:47 UTC 2026","passed","Thu Feb 12 18:33:53 UTC 2026","","test_desabled","",""
"Авторизация","6098","Авторизация, выбор логина и пароля","tests.test_autofication","Thu Feb 12 18:32:53 UTC 2026","passed","Thu Feb 12 18:32:59 UTC 2026","","test_avtorization","",""
"","0","test_number[-1]","tests","Thu Feb 12 18:33:53 UTC 2026","skipped","Thu Feb 12 18:33:53 UTC 2026","","test_parametrization","",""
"ListMeni","16459","test_list_menu[chromium]","tests","Thu Feb 12 18:33:03 UTC 2026","passed","Thu Feb 12 18:33:19 UTC 2026","","test_list_bar_dasboards","",""
"Register","6732","test_reg_hw","tests","Thu Feb 12 18:33:53 UTC 2026","passed","Thu Feb 12 18:34:00 UTC 2026","","test_reg_hw","",""
"Авторизация","13124","test_login[webkit]","tests","Thu Feb 12 18:33:34 UTC 2026","passed","Thu Feb 12 18:33:47 UTC 2026","","test_login","",""
"Авторизация","5825","Авторизация, выбор логина и пароля","tests.test_autofication","Thu Feb 12 18:32:32 UTC 2026","passed","Thu Feb 12 18:32:38 UTC 2026","","test_avtorization","",""
"Авторизация","6141","Авторизация, выбор логина и пароля","tests.test_autofication","Thu Feb 12 18:32:22 UTC 2026","passed","Thu Feb 12 18:32:28 UTC 2026","","test_avtorization","",""
"","0","test_several_number[1-1]","tests","Thu Feb 12 18:33:53 UTC 2026","passed","Thu Feb 12 18:33:53 UTC 2026","","test_parametrization","",""
"ListMeni","789","test_cousesed[chromium]","tests","Thu Feb 12 18:32:49 UTC 2026","passed","Thu Feb 12 18:32:50 UTC 2026","","test_course","",""
"Dashboard","31360","test_created_course[webkit]","tests","Thu Feb 12 18:32:43 UTC 2026","skipped","Thu Feb 12 18:33:15 UTC 2026","","test_create_course","",""
"Авторизация","6593","Авторизация, выбор логина и пароля","tests.test_autofication","Thu Feb 12 18:32:45 UTC 2026","passed","Thu Feb 12 18:32:52 UTC 2026","","test_avtorization","",""
"ListMeni","1012","test_cousesed[firefox]","tests","Thu Feb 12 18:33:01 UTC 2026","passed","Thu Feb 12 18:33:02 UTC 2026","","test_course","",""
"ResRegister","10755","test_register","tests","Thu Feb 12 18:34:16 UTC 2026","passed","Thu Feb 12 18:34:26 UTC 2026","","test_res_register","",""
"Авторизация","5869","Авторизация, выбор логина и пароля","tests.test_autofication","Thu Feb 12 18:32:36 UTC 2026","passed","Thu Feb 12 18:32:42 UTC 2026","","test_avtorization","",""
"ResRegisterHw","6691","test_register","tests","Thu Feb 12 18:34:00 UTC 2026","passed","Thu Feb 12 18:34:07 UTC 2026","","test_reg_hw_res","",""
"ListMeni","16729","test_list_menu[webkit]","tests","Thu Feb 12 18:33:46 UTC 2026","passed","Thu Feb 12 18:34:02 UTC 2026","","test_list_bar_dasboards","",""
"","0","test_number[3]","tests","Thu Feb 12 18:33:53 UTC 2026","passed","Thu Feb 12 18:33:53 UTC 2026","","test_parametrization","",""
"Авторизация","6912","Авторизация, выбор логина и пароля","tests.test_autofication","Thu Feb 12 18:32:17 UTC 2026","passed","Thu Feb 12 18:32:24 UTC 2026","","test_avtorization","",""
"","0","test_number[2]","tests","Thu Feb 12 18:34:00 UTC 2026","passed","Thu Feb 12 18:34:00 UTC 2026","","test_parametrization","",""
"Авторизация","6046","Авторизация, выбор логина и пароля","tests.test_autofication","Thu Feb 12 18:32:25 UTC 2026","passed","Thu Feb 12 18:32:31 UTC 2026","","test_avtorization","",""
"Авторизация","5758","Авторизация, выбор логина и пароля","tests.test_autofication","Thu Feb 12 18:32:38 UTC 2026","passed","Thu Feb 12 18:32:44 UTC 2026","","test_avtorization","",""
"Авторизация","6301","Авторизация, выбор логина и пароля","tests.test_autofication","Thu Feb 12 18:32:35 UTC 2026","passed","Thu Feb 12 18:32:41 UTC 2026","","test_avtorization","",""
"Авторизация","6273","Авторизация, выбор логина и пароля","tests.test_autofication","Thu Feb 12 18:32:27 UTC 2026","passed","Thu Feb 12 18:32:33 UTC 2026","","test_avtorization","",""
"Проверка активности кнопки Регистрация","6521","test_hover","tests","Thu Feb 12 18:34:03 UTC 2026","passed","Thu Feb 12 18:34:09 UTC 2026","","test_login2","",""
"ListMeni","914","test_cousesed[webkit]","tests","Thu Feb 12 18:32:43 UTC 2026","passed","Thu Feb 12 18:32:44 UTC 2026","","test_course","",""
"Dashboard","30772","test_created_course[chromium]","tests","Thu Feb 12 18:33:15 UTC 2026","skipped","Thu Feb 12 18:33:46 UTC 2026","","test_create_course","",""
"Авторизация","7325","Авторизация, выбор логина и пароля","tests.test_autofication","Thu Feb 12 18:32:16 UTC 2026","passed","Thu Feb 12 18:32:24 UTC 2026","","test_avtorization","",""
"Register","6912","test_register1[firefox]","tests","Thu Feb 12 18:34:01 UTC 2026","passed","Thu Feb 12 18:34:08 UTC 2026","","test_registration","",""
"Register","5779","test_register1[chromium]","tests","Thu Feb 12 18:34:07 UTC 2026","passed","Thu Feb 12 18:34:13 UTC 2026","","test_registration","",""
