"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"ListMeni","16922","test_list_menu[webkit]","tests","Sun Mar 08 19:08:22 UTC 2026","passed","Sun Mar 08 19:08:39 UTC 2026","","test_list_bar_dasboards","",""
"Авторизация","6945","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Mar 08 19:07:34 UTC 2026","passed","Sun Mar 08 19:07:41 UTC 2026","","test_avtorization","",""
"ResRegisterHw","6452","test_register","tests","Sun Mar 08 19:09:22 UTC 2026","passed","Sun Mar 08 19:09:29 UTC 2026","","test_reg_hw_res","",""
"Авторизация","5971","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Mar 08 19:08:09 UTC 2026","passed","Sun Mar 08 19:08:15 UTC 2026","","test_avtorization","",""
"Dashboard","30838","test_created_course[webkit]","tests","Sun Mar 08 19:08:34 UTC 2026","skipped","Sun Mar 08 19:09:05 UTC 2026","","test_create_course","",""
"","0","test_number[2]","tests","Sun Mar 08 19:09:16 UTC 2026","passed","Sun Mar 08 19:09:16 UTC 2026","","test_parametrization","",""
"Проверка, что кнопка неактивна","6573","test_desabled","tests","Sun Mar 08 19:08:24 UTC 2026","passed","Sun Mar 08 19:08:30 UTC 2026","","test_desabled","",""
"Register","30030","test_register1[firefox]","tests","Sun Mar 08 19:09:30 UTC 2026","broken","Sun Mar 08 19:10:00 UTC 2026","","test_registration","",""
"Проверка активности кнопки Регистрация","6609","test_hover","tests","Sun Mar 08 19:09:09 UTC 2026","passed","Sun Mar 08 19:09:16 UTC 2026","","test_login2","",""
"ListMeni","651","test_cousesed[webkit]","tests","Sun Mar 08 19:08:21 UTC 2026","passed","Sun Mar 08 19:08:21 UTC 2026","","test_course","",""
"ListMeni","1409","test_cousesed[firefox]","tests","Sun Mar 08 19:08:18 UTC 2026","passed","Sun Mar 08 19:08:19 UTC 2026","","test_course","",""
"","0","test_number[-1]","tests","Sun Mar 08 19:09:16 UTC 2026","skipped","Sun Mar 08 19:09:16 UTC 2026","","test_parametrization","",""
"ResRegister","30471","test_register","tests","Sun Mar 08 19:09:37 UTC 2026","broken","Sun Mar 08 19:10:07 UTC 2026","","test_res_register","",""
"Авторизация","6527","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Mar 08 19:07:42 UTC 2026","passed","Sun Mar 08 19:07:49 UTC 2026","","test_avtorization","",""
"","0","test_several_number[2-4]","tests","Sun Mar 08 19:09:16 UTC 2026","passed","Sun Mar 08 19:09:16 UTC 2026","","test_parametrization","",""
"ListMeni","672","test_cousesed[chromium]","tests","Sun Mar 08 19:07:58 UTC 2026","passed","Sun Mar 08 19:07:58 UTC 2026","","test_course","",""
"Register","30010","test_register1[webkit]","tests","Sun Mar 08 19:09:24 UTC 2026","broken","Sun Mar 08 19:09:54 UTC 2026","","test_registration","",""
"Авторизация","6528","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Mar 08 19:07:45 UTC 2026","passed","Sun Mar 08 19:07:51 UTC 2026","","test_avtorization","",""
"ListMeni","16358","test_list_menu[chromium]","tests","Sun Mar 08 19:08:40 UTC 2026","passed","Sun Mar 08 19:08:56 UTC 2026","","test_list_bar_dasboards","",""
"Авторизация","12280","test_login[webkit]","tests","Sun Mar 08 19:09:11 UTC 2026","passed","Sun Mar 08 19:09:23 UTC 2026","","test_login","",""
"Проверка, что кнопка неактивна","5926","test_hover","tests","Sun Mar 08 19:08:30 UTC 2026","passed","Sun Mar 08 19:08:36 UTC 2026","","test_hover","",""
"Авторизация","12340","test_login[firefox]","tests","Sun Mar 08 19:08:57 UTC 2026","passed","Sun Mar 08 19:09:10 UTC 2026","","test_login","",""
"Авторизация","5984","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Mar 08 19:07:36 UTC 2026","passed","Sun Mar 08 19:07:42 UTC 2026","","test_avtorization","",""
"Dashboard","5521","test_dashboard[webkit]","tests","Sun Mar 08 19:08:11 UTC 2026","passed","Sun Mar 08 19:08:17 UTC 2026","","test_dasbord_grafic","",""
"Авторизация","6184","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Mar 08 19:07:53 UTC 2026","passed","Sun Mar 08 19:08:00 UTC 2026","","test_avtorization","",""
"ListMeni","16939","test_list_menu[firefox]","tests","Sun Mar 08 19:08:38 UTC 2026","passed","Sun Mar 08 19:08:55 UTC 2026","","test_list_bar_dasboards","",""
"Register","30010","test_register1[chromium]","tests","Sun Mar 08 19:09:55 UTC 2026","broken","Sun Mar 08 19:10:25 UTC 2026","","test_registration","",""
