"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Dashboard","31569","test_created_course[firefox]","tests","Sat Mar 07 06:58:36 UTC 2026","skipped","Sat Mar 07 06:59:08 UTC 2026","","test_create_course","",""
"Проверка активности кнопки Регистрация","6927","test_hover","tests","Sat Mar 07 06:59:42 UTC 2026","passed","Sat Mar 07 06:59:49 UTC 2026","","test_login2","",""
"Проверка, что кнопка неактивна","6858","test_desabled","tests","Sat Mar 07 06:58:55 UTC 2026","passed","Sat Mar 07 06:59:02 UTC 2026","","test_desabled","",""
"Авторизация","6634","Авторизация, выбор логина и пароля","tests.test_autofication","Sat Mar 07 06:58:16 UTC 2026","passed","Sat Mar 07 06:58:23 UTC 2026","","test_avtorization","",""
"Dashboard","30934","test_created_course[chromium]","tests","Sat Mar 07 06:59:43 UTC 2026","skipped","Sat Mar 07 07:00:14 UTC 2026","","test_create_course","",""
"","0","test_several_number[2-4]","tests","Sat Mar 07 06:59:49 UTC 2026","passed","Sat Mar 07 06:59:49 UTC 2026","","test_parametrization","",""
"Авторизация","12257","test_login[webkit]","tests","Sat Mar 07 06:59:44 UTC 2026","passed","Sat Mar 07 06:59:57 UTC 2026","","test_login","",""
"","0","test_several_number[1-1]","tests","Sat Mar 07 06:59:49 UTC 2026","passed","Sat Mar 07 06:59:49 UTC 2026","","test_parametrization","",""
"","0","test_number[1]","tests","Sat Mar 07 06:59:49 UTC 2026","passed","Sat Mar 07 06:59:49 UTC 2026","","test_parametrization","",""
"Dashboard","5678","test_dashboard[chromium]","tests","Sat Mar 07 06:58:49 UTC 2026","passed","Sat Mar 07 06:58:55 UTC 2026","","test_dasbord_grafic","",""
"Авторизация","6537","Авторизация, выбор логина и пароля","tests.test_autofication","Sat Mar 07 06:58:12 UTC 2026","passed","Sat Mar 07 06:58:19 UTC 2026","","test_avtorization","",""
"ListMeni","960","test_cousesed[firefox]","tests","Sat Mar 07 06:58:51 UTC 2026","passed","Sat Mar 07 06:58:52 UTC 2026","","test_course","",""
"Dashboard","5715","test_dashboard[webkit]","tests","Sat Mar 07 06:58:43 UTC 2026","passed","Sat Mar 07 06:58:48 UTC 2026","","test_dasbord_grafic","",""
"ResRegister","30464","test_register","tests","Sat Mar 07 07:00:15 UTC 2026","broken","Sat Mar 07 07:00:45 UTC 2026","","test_res_register","",""
"Авторизация","5888","Авторизация, выбор логина и пароля","tests.test_autofication","Sat Mar 07 06:58:26 UTC 2026","passed","Sat Mar 07 06:58:32 UTC 2026","","test_avtorization","",""
"Register","6463","test_reg_hw","tests","Sat Mar 07 06:59:49 UTC 2026","passed","Sat Mar 07 06:59:56 UTC 2026","","test_reg_hw","",""
"Авторизация","6437","Авторизация, выбор логина и пароля","tests.test_autofication","Sat Mar 07 06:58:25 UTC 2026","passed","Sat Mar 07 06:58:31 UTC 2026","","test_avtorization","",""
"Авторизация","6321","Авторизация, выбор логина и пароля","tests.test_autofication","Sat Mar 07 06:58:15 UTC 2026","passed","Sat Mar 07 06:58:22 UTC 2026","","test_avtorization","",""
"","1","test_several_number[3-9]","tests","Sat Mar 07 06:59:49 UTC 2026","passed","Sat Mar 07 06:59:49 UTC 2026","","test_parametrization","",""
"Авторизация","5827","Авторизация, выбор логина и пароля","tests.test_autofication","Sat Mar 07 06:58:19 UTC 2026","passed","Sat Mar 07 06:58:25 UTC 2026","","test_avtorization","",""
"Авторизация","12828","test_login[firefox]","tests","Sat Mar 07 06:59:30 UTC 2026","passed","Sat Mar 07 06:59:42 UTC 2026","","test_login","",""
