"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_several_number[2-4]","tests","Tue Mar 10 18:36:42 UTC 2026","passed","Tue Mar 10 18:36:42 UTC 2026","","test_parametrization","",""
"ResRegister","30492","test_register","tests","Tue Mar 10 18:37:07 UTC 2026","broken","Tue Mar 10 18:37:38 UTC 2026","","test_res_register","",""
"Dashboard","31516","test_created_course[firefox]","tests","Tue Mar 10 18:35:29 UTC 2026","skipped","Tue Mar 10 18:36:00 UTC 2026","","test_create_course","",""
"","1","test_number[3]","tests","Tue Mar 10 18:37:07 UTC 2026","passed","Tue Mar 10 18:37:07 UTC 2026","","test_parametrization","",""
"Авторизация","6886","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Mar 10 18:35:07 UTC 2026","passed","Tue Mar 10 18:35:14 UTC 2026","","test_avtorization","",""
"Авторизация","6248","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Mar 10 18:35:02 UTC 2026","passed","Tue Mar 10 18:35:09 UTC 2026","","test_avtorization","",""
"Dashboard","6388","test_dashboard[firefox]","tests","Tue Mar 10 18:35:26 UTC 2026","passed","Tue Mar 10 18:35:32 UTC 2026","","test_dasbord_grafic","",""
"Авторизация","6407","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Mar 10 18:35:28 UTC 2026","passed","Tue Mar 10 18:35:34 UTC 2026","","test_avtorization","",""
"ListMeni","16388","test_list_menu[chromium]","tests","Tue Mar 10 18:36:06 UTC 2026","passed","Tue Mar 10 18:36:22 UTC 2026","","test_list_bar_dasboards","",""
"","0","test_several_number[1-1]","tests","Tue Mar 10 18:36:42 UTC 2026","passed","Tue Mar 10 18:36:42 UTC 2026","","test_parametrization","",""
"Проверка, что кнопка неактивна","6787","test_desabled","tests","Tue Mar 10 18:35:46 UTC 2026","passed","Tue Mar 10 18:35:53 UTC 2026","","test_desabled","",""
"Register","30040","test_register1[firefox]","tests","Tue Mar 10 18:36:49 UTC 2026","broken","Tue Mar 10 18:37:19 UTC 2026","","test_registration","",""
