"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Авторизация","6318","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Mar 08 18:50:54 UTC 2026","passed","Sun Mar 08 18:51:00 UTC 2026","","test_avtorization","",""
"Dashboard","5996","test_dashboard[firefox]","tests","Sun Mar 08 18:51:17 UTC 2026","passed","Sun Mar 08 18:51:23 UTC 2026","","test_dasbord_grafic","",""
"ListMeni","1369","test_cousesed[firefox]","tests","Sun Mar 08 18:51:30 UTC 2026","passed","Sun Mar 08 18:51:31 UTC 2026","","test_course","",""
"ListMeni","641","test_cousesed[webkit]","tests","Sun Mar 08 18:51:33 UTC 2026","passed","Sun Mar 08 18:51:34 UTC 2026","","test_course","",""
"Register","30009","test_register1[chromium]","tests","Sun Mar 08 18:53:08 UTC 2026","broken","Sun Mar 08 18:53:38 UTC 2026","","test_registration","",""
"","0","test_number[-1]","tests","Sun Mar 08 18:52:28 UTC 2026","skipped","Sun Mar 08 18:52:28 UTC 2026","","test_parametrization","",""
"Проверка, что кнопка неактивна","5932","test_hover","tests","Sun Mar 08 18:51:44 UTC 2026","passed","Sun Mar 08 18:51:50 UTC 2026","","test_hover","",""
"","0","test_number[2]","tests","Sun Mar 08 18:52:28 UTC 2026","passed","Sun Mar 08 18:52:28 UTC 2026","","test_parametrization","",""
"Проверка, что кнопка неактивна","6421","test_desabled","tests","Sun Mar 08 18:51:37 UTC 2026","passed","Sun Mar 08 18:51:44 UTC 2026","","test_desabled","",""
"Авторизация","5765","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Mar 08 18:51:22 UTC 2026","passed","Sun Mar 08 18:51:27 UTC 2026","","test_avtorization","",""
"","0","test_runs_1","tests","Sun Mar 08 18:53:13 UTC 2026","passed","Sun Mar 08 18:53:13 UTC 2026","","test_reruns","",""
"Авторизация","6462","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Mar 08 18:50:51 UTC 2026","passed","Sun Mar 08 18:50:57 UTC 2026","","test_avtorization","",""
"Register","30054","test_register1[firefox]","tests","Sun Mar 08 18:52:43 UTC 2026","broken","Sun Mar 08 18:53:13 UTC 2026","","test_registration","",""
"","0","test_several_number[3-9]","tests","Sun Mar 08 18:52:28 UTC 2026","passed","Sun Mar 08 18:52:28 UTC 2026","","test_parametrization","",""
"ListMeni","16973","test_list_menu[webkit]","tests","Sun Mar 08 18:51:35 UTC 2026","passed","Sun Mar 08 18:51:52 UTC 2026","","test_list_bar_dasboards","",""
"Авторизация","6708","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Mar 08 18:50:45 UTC 2026","passed","Sun Mar 08 18:50:52 UTC 2026","","test_avtorization","",""
"Авторизация","11665","test_login[chromium]","tests","Sun Mar 08 18:52:10 UTC 2026","passed","Sun Mar 08 18:52:22 UTC 2026","","test_login","",""
"ListMeni","17115","test_list_menu[firefox]","tests","Sun Mar 08 18:51:51 UTC 2026","passed","Sun Mar 08 18:52:09 UTC 2026","","test_list_bar_dasboards","",""
"","1","test_several_number[1-1]","tests","Sun Mar 08 18:52:28 UTC 2026","passed","Sun Mar 08 18:52:28 UTC 2026","","test_parametrization","",""
"Register","30008","test_register1[webkit]","tests","Sun Mar 08 18:52:37 UTC 2026","broken","Sun Mar 08 18:53:07 UTC 2026","","test_registration","",""
"Авторизация","5969","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Mar 08 18:51:07 UTC 2026","passed","Sun Mar 08 18:51:13 UTC 2026","","test_avtorization","",""
