"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Авторизация","12915","test_login[firefox]","tests","Tue Mar 10 18:59:41 UTC 2026","passed","Tue Mar 10 18:59:54 UTC 2026","","test_login","",""
"Dashboard","31240","test_created_course[chromium]","tests","Tue Mar 10 18:59:04 UTC 2026","skipped","Tue Mar 10 18:59:35 UTC 2026","","test_create_course","",""
"","1","test_several_number[1-1]","tests","Tue Mar 10 18:59:55 UTC 2026","passed","Tue Mar 10 18:59:55 UTC 2026","","test_parametrization","",""
"Dashboard","31788","test_created_course[webkit]","tests","Tue Mar 10 18:58:31 UTC 2026","skipped","Tue Mar 10 18:59:03 UTC 2026","","test_create_course","",""
"Авторизация","6201","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Mar 10 18:58:34 UTC 2026","passed","Tue Mar 10 18:58:40 UTC 2026","","test_avtorization","",""
"Авторизация","11310","test_login[chromium]","tests","Tue Mar 10 18:59:45 UTC 2026","passed","Tue Mar 10 18:59:56 UTC 2026","","test_login","",""
"Авторизация","6005","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Mar 10 18:58:21 UTC 2026","passed","Tue Mar 10 18:58:27 UTC 2026","","test_avtorization","",""
"ListMeni","16641","test_list_menu[chromium]","tests","Tue Mar 10 18:59:24 UTC 2026","passed","Tue Mar 10 18:59:41 UTC 2026","","test_list_bar_dasboards","",""
"ListMeni","1173","test_cousesed[webkit]","tests","Tue Mar 10 18:58:32 UTC 2026","passed","Tue Mar 10 18:58:33 UTC 2026","","test_course","",""
"Авторизация","6083","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Mar 10 18:58:10 UTC 2026","passed","Tue Mar 10 18:58:16 UTC 2026","","test_avtorization","",""
"Проверка активности кнопки Регистрация","6539","test_hover","tests","Tue Mar 10 18:59:55 UTC 2026","passed","Tue Mar 10 19:00:01 UTC 2026","","test_login2","",""
"Dashboard","5533","test_dashboard[webkit]","tests","Tue Mar 10 18:59:12 UTC 2026","passed","Tue Mar 10 18:59:17 UTC 2026","","test_dasbord_grafic","",""
"Dashboard","5612","test_dashboard[chromium]","tests","Tue Mar 10 18:59:18 UTC 2026","passed","Tue Mar 10 18:59:23 UTC 2026","","test_dasbord_grafic","",""
"Проверка, что кнопка неактивна","5912","test_hover","tests","Tue Mar 10 18:58:56 UTC 2026","passed","Tue Mar 10 18:59:02 UTC 2026","","test_hover","",""
"Авторизация","6569","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Mar 10 18:58:24 UTC 2026","passed","Tue Mar 10 18:58:30 UTC 2026","","test_avtorization","",""
"Авторизация","5744","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Mar 10 18:58:27 UTC 2026","passed","Tue Mar 10 18:58:33 UTC 2026","","test_avtorization","",""
"Dashboard","6251","test_dashboard[firefox]","tests","Tue Mar 10 18:59:37 UTC 2026","passed","Tue Mar 10 18:59:43 UTC 2026","","test_dasbord_grafic","",""
"Авторизация","6140","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Mar 10 18:58:14 UTC 2026","passed","Tue Mar 10 18:58:20 UTC 2026","","test_avtorization","",""
"Авторизация","6996","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Mar 10 18:58:06 UTC 2026","passed","Tue Mar 10 18:58:13 UTC 2026","","test_avtorization","",""
"Авторизация","5763","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Mar 10 18:58:40 UTC 2026","passed","Tue Mar 10 18:58:46 UTC 2026","","test_avtorization","",""
"","0","test_number[3]","tests","Tue Mar 10 19:00:01 UTC 2026","passed","Tue Mar 10 19:00:01 UTC 2026","","test_parametrization","",""
"","0","test_runs_1","tests","Tue Mar 10 18:59:56 UTC 2026","skipped","Tue Mar 10 18:59:56 UTC 2026","","test_reruns","",""
"Авторизация","13377","test_login[webkit]","tests","Tue Mar 10 18:59:42 UTC 2026","passed","Tue Mar 10 18:59:55 UTC 2026","","test_login","",""
"ListMeni","994","test_cousesed[firefox]","tests","Tue Mar 10 18:58:48 UTC 2026","passed","Tue Mar 10 18:58:49 UTC 2026","","test_course","",""
"","0","test_number[2]","tests","Tue Mar 10 18:59:56 UTC 2026","passed","Tue Mar 10 18:59:56 UTC 2026","","test_parametrization","",""
"","0","test_number[-1]","tests","Tue Mar 10 18:59:55 UTC 2026","skipped","Tue Mar 10 18:59:55 UTC 2026","","test_parametrization","",""
"Авторизация","5924","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Mar 10 18:58:17 UTC 2026","passed","Tue Mar 10 18:58:23 UTC 2026","","test_avtorization","",""
"Авторизация","6568","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Mar 10 18:58:15 UTC 2026","passed","Tue Mar 10 18:58:21 UTC 2026","","test_avtorization","",""
"Dashboard","32014","test_created_course[firefox]","tests","Tue Mar 10 18:58:38 UTC 2026","skipped","Tue Mar 10 18:59:10 UTC 2026","","test_create_course","",""
