"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Register","7136","test_reg_hw","tests","Tue Feb 10 18:06:42 UTC 2026","passed","Tue Feb 10 18:06:49 UTC 2026","","test_reg_hw","",""
"Авторизация","7510","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Feb 10 18:05:06 UTC 2026","passed","Tue Feb 10 18:05:13 UTC 2026","","test_avtorization","",""
"Проверка, что кнопка неактивна","6278","test_hover","tests","Tue Feb 10 18:05:54 UTC 2026","passed","Tue Feb 10 18:06:01 UTC 2026","","test_hover","",""
"ResRegister","14576","test_register","tests","Tue Feb 10 18:07:01 UTC 2026","passed","Tue Feb 10 18:07:16 UTC 2026","","test_res_register","",""
"","0","test_number[3]","tests","Tue Feb 10 18:06:42 UTC 2026","passed","Tue Feb 10 18:06:42 UTC 2026","","test_parametrization","",""
"Авторизация","7088","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Feb 10 18:04:56 UTC 2026","passed","Tue Feb 10 18:05:03 UTC 2026","","test_avtorization","",""
"Авторизация","12770","test_login[webkit]","tests","Tue Feb 10 18:06:35 UTC 2026","passed","Tue Feb 10 18:06:48 UTC 2026","","test_login","",""
"Dashboard","5812","test_dashboard[chromium]","tests","Tue Feb 10 18:05:41 UTC 2026","passed","Tue Feb 10 18:05:47 UTC 2026","","test_dasbord_grafic","",""
"Register","7594","test_register1[firefox]","tests","Tue Feb 10 18:06:50 UTC 2026","passed","Tue Feb 10 18:06:57 UTC 2026","","test_registration","",""
"Авторизация","6090","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Feb 10 18:04:59 UTC 2026","passed","Tue Feb 10 18:05:05 UTC 2026","","test_avtorization","",""
"","0","test_number[1]","tests","Tue Feb 10 18:07:01 UTC 2026","passed","Tue Feb 10 18:07:01 UTC 2026","","test_parametrization","",""
"Авторизация","6361","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Feb 10 18:05:14 UTC 2026","passed","Tue Feb 10 18:05:20 UTC 2026","","test_avtorization","",""
"Register","6676","test_register1[webkit]","tests","Tue Feb 10 18:06:58 UTC 2026","passed","Tue Feb 10 18:07:05 UTC 2026","","test_registration","",""
"ListMeni","1013","test_cousesed[firefox]","tests","Tue Feb 10 18:05:43 UTC 2026","passed","Tue Feb 10 18:05:44 UTC 2026","","test_course","",""
"Авторизация","6317","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Feb 10 18:05:16 UTC 2026","passed","Tue Feb 10 18:05:23 UTC 2026","","test_avtorization","",""
"Авторизация","6074","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Feb 10 18:05:34 UTC 2026","passed","Tue Feb 10 18:05:40 UTC 2026","","test_avtorization","",""
"Авторизация","6444","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Feb 10 18:05:27 UTC 2026","passed","Tue Feb 10 18:05:34 UTC 2026","","test_avtorization","",""
"ListMeni","763","test_cousesed[webkit]","tests","Tue Feb 10 18:05:46 UTC 2026","passed","Tue Feb 10 18:05:46 UTC 2026","","test_course","",""
"Dashboard","5885","test_dashboard[webkit]","tests","Tue Feb 10 18:05:35 UTC 2026","passed","Tue Feb 10 18:05:41 UTC 2026","","test_dasbord_grafic","",""
"","0","test_number[-1]","tests","Tue Feb 10 18:06:42 UTC 2026","skipped","Tue Feb 10 18:06:42 UTC 2026","","test_parametrization","",""
"Авторизация","5910","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Feb 10 18:05:20 UTC 2026","passed","Tue Feb 10 18:05:26 UTC 2026","","test_avtorization","",""
"","0","test_several_number[3-9]","tests","Tue Feb 10 18:06:42 UTC 2026","passed","Tue Feb 10 18:06:42 UTC 2026","","test_parametrization","",""
"ListMeni","16600","test_list_menu[chromium]","tests","Tue Feb 10 18:06:05 UTC 2026","passed","Tue Feb 10 18:06:22 UTC 2026","","test_list_bar_dasboards","",""
"Авторизация","12209","test_login[firefox]","tests","Tue Feb 10 18:06:21 UTC 2026","passed","Tue Feb 10 18:06:34 UTC 2026","","test_login","",""
"Авторизация","8328","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Feb 10 18:05:04 UTC 2026","passed","Tue Feb 10 18:05:13 UTC 2026","","test_avtorization","",""
"Авторизация","7014","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Feb 10 18:04:56 UTC 2026","passed","Tue Feb 10 18:05:03 UTC 2026","","test_avtorization","",""
"ResRegisterHw","6882","test_register","tests","Tue Feb 10 18:06:49 UTC 2026","passed","Tue Feb 10 18:06:56 UTC 2026","","test_reg_hw_res","",""
"Проверка, что кнопка неактивна","7022","test_desabled","tests","Tue Feb 10 18:05:47 UTC 2026","passed","Tue Feb 10 18:05:54 UTC 2026","","test_desabled","",""
"","1","test_rerun_with_condition","tests","Tue Feb 10 18:07:05 UTC 2026","passed","Tue Feb 10 18:07:05 UTC 2026","","test_reruns","",""
"ListMeni","785","test_cousesed[chromium]","tests","Tue Feb 10 18:05:22 UTC 2026","passed","Tue Feb 10 18:05:22 UTC 2026","","test_course","",""
"Авторизация","7024","Авторизация, выбор логина и пароля","tests.test_autofication","Tue Feb 10 18:05:06 UTC 2026","passed","Tue Feb 10 18:05:13 UTC 2026","","test_avtorization","",""
"Проверка активности кнопки Регистрация","6960","test_hover","tests","Tue Feb 10 18:06:35 UTC 2026","passed","Tue Feb 10 18:06:42 UTC 2026","","test_login2","",""
