"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"ListMeni","21191","test_list_menu[firefox]","tests","Sun Jan 25 09:28:56 UTC 2026","passed","Sun Jan 25 09:29:17 UTC 2026","","test_list_bar_dasboards","",""
"Авторизация","9523","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Jan 25 09:27:25 UTC 2026","passed","Sun Jan 25 09:27:34 UTC 2026","","test_avtorization","",""
"","0","test_rerun_with_condition","tests","Sun Jan 25 09:30:07 UTC 2026","skipped","Sun Jan 25 09:30:07 UTC 2026","","test_reruns","",""
"Авторизация","8557","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Jan 25 09:27:49 UTC 2026","passed","Sun Jan 25 09:27:58 UTC 2026","","test_avtorization","",""
"Авторизация","5999","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Jan 25 09:27:46 UTC 2026","passed","Sun Jan 25 09:27:52 UTC 2026","","test_avtorization","",""
"Dashboard","5949","test_dashboard[webkit]","tests","Sun Jan 25 09:28:12 UTC 2026","passed","Sun Jan 25 09:28:18 UTC 2026","","test_dasbord_grafic","",""
"ResRegister","13210","test_register","tests","Sun Jan 25 09:30:11 UTC 2026","passed","Sun Jan 25 09:30:24 UTC 2026","","test_res_register","",""
"Dashboard","31832","test_created_course[webkit]","tests","Sun Jan 25 09:28:42 UTC 2026","skipped","Sun Jan 25 09:29:14 UTC 2026","","test_create_course","",""
"Авторизация","15654","test_login[firefox]","tests","Sun Jan 25 09:29:21 UTC 2026","passed","Sun Jan 25 09:29:37 UTC 2026","","test_login","",""
"Проверка, что кнопка неактивна","9871","test_desabled","tests","Sun Jan 25 09:28:29 UTC 2026","passed","Sun Jan 25 09:28:38 UTC 2026","","test_desabled","",""
"","0","test_number[-1]","tests","Sun Jan 25 09:29:47 UTC 2026","skipped","Sun Jan 25 09:29:47 UTC 2026","","test_parametrization","",""
"ListMeni","2700","test_cousesed[firefox]","tests","Sun Jan 25 09:28:18 UTC 2026","passed","Sun Jan 25 09:28:20 UTC 2026","","test_course","",""
"","0","test_number[3]","tests","Sun Jan 25 09:29:47 UTC 2026","passed","Sun Jan 25 09:29:47 UTC 2026","","test_parametrization","",""
"Register","5810","test_register1[chromium]","tests","Sun Jan 25 09:30:00 UTC 2026","passed","Sun Jan 25 09:30:06 UTC 2026","","test_registration","",""
"","0","test_several_number[3-9]","tests","Sun Jan 25 09:29:47 UTC 2026","passed","Sun Jan 25 09:29:47 UTC 2026","","test_parametrization","",""
"ListMeni","19495","test_list_menu[chromium]","tests","Sun Jan 25 09:29:20 UTC 2026","passed","Sun Jan 25 09:29:40 UTC 2026","","test_list_bar_dasboards","",""
"Авторизация","6534","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Jan 25 09:27:35 UTC 2026","passed","Sun Jan 25 09:27:41 UTC 2026","","test_avtorization","",""
"ListMeni","891","test_cousesed[webkit]","tests","Sun Jan 25 09:28:24 UTC 2026","passed","Sun Jan 25 09:28:25 UTC 2026","","test_course","",""
"","0","test_number[1]","tests","Sun Jan 25 09:29:53 UTC 2026","passed","Sun Jan 25 09:29:53 UTC 2026","","test_parametrization","",""
"Авторизация","6241","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Jan 25 09:28:07 UTC 2026","passed","Sun Jan 25 09:28:13 UTC 2026","","test_avtorization","",""
"Register","6451","test_register1[webkit]","tests","Sun Jan 25 09:29:53 UTC 2026","passed","Sun Jan 25 09:30:00 UTC 2026","","test_registration","",""
"Dashboard","6899","test_dashboard[firefox]","tests","Sun Jan 25 09:28:04 UTC 2026","passed","Sun Jan 25 09:28:11 UTC 2026","","test_dasbord_grafic","",""
"Авторизация","7310","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Jan 25 09:27:50 UTC 2026","passed","Sun Jan 25 09:27:57 UTC 2026","","test_avtorization","",""
"Авторизация","9735","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Jan 25 09:27:23 UTC 2026","passed","Sun Jan 25 09:27:33 UTC 2026","","test_avtorization","",""
"Авторизация","8204","Авторизация, выбор логина и пароля","tests.test_autofication","Sun Jan 25 09:27:27 UTC 2026","passed","Sun Jan 25 09:27:36 UTC 2026","","test_avtorization","",""
"Register","6702","test_register1[firefox]","tests","Sun Jan 25 09:30:03 UTC 2026","passed","Sun Jan 25 09:30:10 UTC 2026","","test_registration","",""
"","0","test_several_number[2-4]","tests","Sun Jan 25 09:29:47 UTC 2026","passed","Sun Jan 25 09:29:47 UTC 2026","","test_parametrization","",""
